title,rating,ratingLevel,release year,user rating score,user rating size,sceneDesc,kids_audience_fit,youth_audience_fit,adult_audience_fit,genre,country,imdbRating,imdbVotes,rating_num,type_cat,audience_segment_cat,type_movie,type_tv,type_unknown,audience_segment_Adults,audience_segment_Family,audience_segment_Kids,audience_segment_Teens
White Chicks,PG-13,Parents strongly cautioned. May be inappropriate for children under 13.,2004,82.0,80,"crude and sexual humor, language and some drug content",0.2,1.0,0.6,"Comedy, Crime",United States,5.9,"190,250",4.1,movie,Teens,True,False,False,False,False,False,True
Lucky Number Slevin,R,Restricted. May be inappropriate for children 17 and under.,2006,,82,"strong violence, sexual content and adult language",0.0,0.4,1.0,"Crime, Drama, Thriller","United Kingdom, Germany, Canada, United States",7.7,"337,898",5.1,movie,Adults,True,False,False,True,False,False,False
Grey's Anatomy,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,98.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Prison Break,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2008,98.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
How I Met Your Mother,TV-PG,Parental guidance suggested. May not be suitable for all children.,2014,94.0,80,,0.7,0.7,0.4,,,,,3.2,tv,Family,False,True,False,False,True,False,False
Supernatural,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,95.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Breaking Bad,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2013,97.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
The Vampire Diaries,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2017,91.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
The Walking Dead,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2015,98.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Pretty Little Liars,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,96.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Once Upon a Time,TV-PG,Parental guidance suggested. May not be suitable for all children.,2016,98.0,80,,0.7,0.7,0.4,,,,,3.2,tv,Family,False,True,False,False,True,False,False
Sherlock,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,95.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Death Note,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2006,77.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Naruto,TV-PG,Parental guidance suggested. May not be suitable for all children.,2008,88.0,80,,0.7,0.7,0.4,,,,,3.2,tv,Family,False,True,False,False,True,False,False
The Hunter,R,Restricted. May be inappropriate for children 17 and under.,2011,,82,language and brief violence,0.0,0.4,1.0,"Adventure, Drama, Thriller",Australia,6.7,"42,085",5.1,movie,Adults,True,False,False,True,False,False,False
Lottie Dottie Chicken,TV-Y,Suitable for all ages.,2009,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
Arrow,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2015,96.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Black Mirror,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,80.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
The Originals,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,74.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
The 100,NR,This movie has not been rated.,2016,97.0,80,,0.0,0.4,1.0,,,,,0.0,unknown,Adults,False,False,True,True,False,False,False
Masha and the Bear,TV-Y,Suitable for all ages.,2013,81.0,80,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
"ÌÒ Pai, ÌÒ - Look at This",TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2007,,82,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Nymphomaniac: Volume 1,NR,This movie has not been rated.,2013,,82,,0.0,0.4,1.0,,,,,0.0,unknown,Adults,False,False,True,True,False,False,False
Hunter X Hunter (2011),NR,This movie has not been rated.,2013,57.0,80,,0.0,0.4,1.0,,,,,0.0,unknown,Adults,False,False,True,True,False,False,False
Marvel's Luke Cage,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,95.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Marvel's Iron Fist,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2017,98.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Narcos,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,94.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
The Flash,TV-PG,Parental guidance suggested. May not be suitable for all children.,2016,98.0,80,,0.7,0.7,0.4,,,,,3.2,tv,Family,False,True,False,False,True,False,False
The Seven Deadly Sins,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,,82,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Scream,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,,82,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
The Do-Over,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,84.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
OperaÌ¤Ìµes Especiais,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2015,,82,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
0.03,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,,82,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Trollhunters,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,2016,83.0,80,,1.0,0.2,0.2,,,,,2.2,tv,Kids,False,True,False,False,False,True,False
Fearless,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,,82,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Hyena Road,R,Restricted. May be inappropriate for children 17 and under.,2015,,82,"bloody war violence, language throughout and some sexual material",0.0,0.4,1.0,"Drama, War",Canada,6.5,"9,696",5.1,movie,Adults,True,False,False,True,False,False,False
Santa Clarita Diet,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2017,82.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
"Sex, Love and Therapy",NR,This movie has not been rated.,2014,,82,,0.0,0.4,1.0,,,,,0.0,unknown,Adults,False,False,True,True,False,False,False
White Girl,UR,"This movie has not been rated. Intended for adults only and may contain sex, violence, drugs, language or other adult themes.",2016,,82,,0.0,0.4,1.0,,,,,0.0,unknown,Adults,False,False,True,True,False,False,False
Girlboss,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2017,94.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
City of God: 10 Years Later,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2013,,82,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
13 Reasons Why,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2017,99.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Sand Castle,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2017,89.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Salvador Martinha - Tip of the Tongue,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,,82,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Sandy Wexler,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2017,92.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
O Amor no DivÌ£,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,,82,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Stronger Than the World,NR,This movie has not been rated.,2016,,82,,0.0,0.4,1.0,,,,,0.0,unknown,Adults,False,False,True,True,False,False,False
Back and Forth,NR,This movie has not been rated.,2016,,82,,0.0,0.4,1.0,,,,,0.0,unknown,Adults,False,False,True,True,False,False,False
Happily Married,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2015,,82,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Pandora,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,,82,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
The Office (U.S.),TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2012,97.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
90210,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2013,62.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Gossip Girl,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2012,96.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Parks and Recreation,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2015,94.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Glee,TV-PG,Parental guidance suggested. May not be suitable for all children.,2015,92.0,80,,0.7,0.7,0.4,,,,,3.2,tv,Family,False,True,False,False,True,False,False
Family Guy,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2015,98.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Criminal Minds,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,98.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Friends,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2003,98.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
The Secret Life of the American Teenager,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2013,81.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
One Tree Hill,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2011,90.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Shameless (U.S.),TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,97.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
New Girl,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,91.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
American Horror Story,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,90.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Orange Is the New Black,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,98.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Inside Russia's Toughest Prison,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2011,,82,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Bates Motel,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,83.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Grace and Frankie,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2017,90.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
How to Get Away with Murder,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,95.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
The Get Down,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2017,80.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Love,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2017,,82,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
The OA,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2016,,82,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Stranger Things,TV-14,Parents strongly cautioned. May be unsuitable for children ages 14 and under.,2016,90.0,80,,0.2,1.0,0.6,,,,,4.2,tv,Teens,False,True,False,False,False,False,True
Ingobernable,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2017,96.0,80,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
Zootopia,PG,Parental guidance suggested. May not be suitable for children.,2016,97.0,80,"some thematic elements, rude humor and action",0.7,0.7,0.4,"Animation, Action, Adventure",United States,8.0,"625,023",3.1,movie,Family,True,False,False,False,True,False,False
Meet the Blacks,R,Restricted. May be inappropriate for children 17 and under.,2016,79.0,80,"pervasive language, some sexual material, violence and drug use",0.0,0.4,1.0,"Comedy, Horror",United States,4.8,"38,313",5.1,movie,Adults,True,False,False,True,False,False,False
Finding Dory,PG,Parental guidance suggested. May not be suitable for children.,2016,98.0,80,mild thematic elements,0.7,0.7,0.4,"Animation, Adventure, Comedy",United States,7.2,"331,036",3.1,movie,Family,True,False,False,False,True,False,False
Sausage Party,R,Restricted. May be inappropriate for children 17 and under.,2016,91.0,80,"strong crude sexual content, pervasive language, and drug use",0.0,0.4,1.0,"Animation, Adventure, Comedy","Canada, United States",6.1,"221,851",5.1,movie,Adults,True,False,False,True,False,False,False
Pete's Dragon,PG,Parental guidance suggested. May not be suitable for children.,2016,93.0,80,"for action, peril and brief language",0.7,0.7,0.4,"Action, Adventure, Comedy","United States, United Kingdom, New Zealand, India",6.7,"64,160",3.1,movie,Family,True,False,False,False,True,False,False
Kevin Hart: What Now?,R,Restricted. May be inappropriate for children 17 and under.,2016,97.0,80,"some sexual material, and language throughout",0.0,0.4,1.0,"Documentary, Comedy",United States,6.0,"10,065",5.1,movie,Adults,True,False,False,True,False,False,False
The Discovery,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,2017,,82,,0.0,0.4,1.0,,,,,5.2,tv,Adults,False,True,False,True,False,False,False
